0
,psnr[26.066079811276047, 24.06502410056772, 22.61633269213114, 21.84785998323445, 21.014668755539184, 20.41796510888645, 20.16261100606897, 19.959242890892057, 19.74992133113968, 19.459825831093475]
,mse[42.38614273071289, 66.68572998046875, 92.59999084472656, 110.66082763671875, 134.8467254638672, 153.5674591064453, 163.57223510742188, 172.10467529296875, 183.36659240722656, 195.87632751464844]
,mae,HSS20[0.512037512203479, 0.3806937734723345, 0.32287589480850615, 0.28316265036165045, 0.23977494035652483, 0.17351787275960884, 0.17133391629349043, 0.1696272257955765, 0.14474741241863362, 0.14279183419323968]
,HSS35[-0.00010037607481661634, 0.0, 0.0, -1.5157967239792779e-05, -0.00011479570919149199, -0.0002953710949383332, -0.0003706164358995818, -0.00023439871872439922, 0.0, 0.0]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.3614893360645861, 0.2530068263083758, 0.21144704316409962, 0.1843137254901961, 0.1574013157894737, 0.11606729433554562, 0.11619850892386475, 0.11688216816421947, 0.10239542366821595, 0.10243114014411746]
,CSI35[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[431.6492004394531, 582.0890502929688, 712.5104370117188, 806.7150268554688, 915.660400390625, 1004.6351318359375, 1063.993408203125, 1102.2794189453125, 1139.527099609375, 1181.302734375]
,lpips[30.896061658859253, 38.28651309013367, 41.357216238975525, 42.83686876296997, 44.992029666900635, 47.57068753242493, 48.23616445064545, 49.835366010665894, 51.0595977306366, 51.91770792007446]
,ssim[0.7633864110267217, 0.666900229611985, 0.6036236733659475, 0.5594441996305712, 0.5173851526515179, 0.48699352089303033, 0.4566345184182639, 0.4460349744099351, 0.43943875830831397, 0.4371934509308071]
1
,psnr[23.301843161723486, 21.489269984818534, 20.006336739833777, 19.027191150963766, 18.578797697611176, 18.26010835184115, 17.94302639937867, 17.614289411609967, 17.313662385527042, 17.04920458157896]
,mse[77.88792419433594, 118.71837615966797, 166.5278778076172, 210.03826904296875, 231.51156616210938, 249.1767578125, 267.788818359375, 288.5583801269531, 308.8172302246094, 327.0896911621094]
,mae,HSS20[0.5528028536762705, 0.4734378944173186, 0.3830370659638732, 0.3161536078694995, 0.3020343124085947, 0.2866921371966553, 0.28605883567696383, 0.275606472797202, 0.2710458290865083, 0.2585720017878503]
,HSS35[0.22556299777961586, 0.19330324881518648, 0.10898116824262727, 0.010602292240697737, 0.0006028423064821626, 0.0028202263264976613, 0.003845110197140057, 0.03285443629956233, 0.0070232950513864556, 0.018371151418089173]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.4338160848703615, 0.3648280558392918, 0.2969727984883675, 0.24829305715381664, 0.23947723187537445, 0.22843637738702968, 0.22960489705063994, 0.22380303899082568, 0.21991701244813283, 0.2116018930159185]
,CSI35[0.12870619946091644, 0.10840534171249018, 0.059240180296200914, 0.006176016469377252, 0.0005194805194805195, 0.001885902876001886, 0.002656042496679947, 0.018673023440603894, 0.006070416835289355, 0.011877394636015325]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
