0
,psnr[26.067076132665246, 24.094591199336897, 22.579714755091693, 21.749928644259736, 20.879424913632572, 20.320915037330035, 19.935004823434856, 19.590972122315375, 19.300437209187407, 18.95009326318142]
,mse[42.479740142822266, 66.46446228027344, 93.66365051269531, 113.45532989501953, 139.47772216796875, 157.7957763671875, 173.04002380371094, 187.81808471679688, 203.7723388671875, 220.97137451171875]
,mae,HSS20[0.5231172136303476, 0.43570769432294976, 0.35520293314191154, 0.31700109101103274, 0.27695437691937336, 0.219489993946447, 0.2287564362250713, 0.22738446067450907, 0.17949526815837108, 0.15024871497388229]
,HSS35[-7.295304139891006e-05, 0.0, 0.0, -8.803922558349464e-05, -0.00028587469612922364, -0.0002953710949383332, -0.0003611834433509568, -5.954090591301112e-05, 0.0, -4.536227603763433e-05]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.3720014321518081, 0.29808306709265175, 0.23669741869350475, 0.21035912820965325, 0.18563344860106887, 0.1488970588235294, 0.1569701280227596, 0.15798146240988672, 0.12866157422783128, 0.11349430077215342]
,CSI35[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[427.88140869140625, 575.0701904296875, 714.37158203125, 810.815185546875, 922.1032104492188, 1008.2932739257812, 1082.112060546875, 1138.683349609375, 1189.3948974609375, 1243.739990234375]
,lpips[31.154221296310425, 38.07736039161682, 41.27669930458069, 42.556849122047424, 45.064958930015564, 47.440898418426514, 48.77724051475525, 50.29973387718201, 51.86593532562256, 54.398369789123535]
,ssim[0.7658915807126712, 0.6727487667651179, 0.6053031948512313, 0.563315736593311, 0.5220522756294055, 0.49234917254551247, 0.4598121288144308, 0.4499548270224336, 0.44224093250053265, 0.43631467938945856]
1
,psnr[23.292968374114064, 21.449338833163164, 19.988428048545227, 18.985984836463494, 18.561034245603853, 18.26604254191631, 17.972080459634586, 17.613740756490035, 17.308043102988567, 17.006839158146803]
,mse[78.07276153564453, 120.09173583984375, 167.7975311279297, 213.22982788085938, 233.40135192871094, 250.0178680419922, 267.489990234375, 290.6664733886719, 310.743896484375, 331.3809814453125]
,mae,HSS20[0.5687209836012849, 0.4942630839970934, 0.40342923010484677, 0.340700038629311, 0.33014976056391215, 0.3067922398912631, 0.31199126973826313, 0.30172798207764084, 0.2967739382600076, 0.27236349879332233]
,HSS35[0.24057144226208432, 0.24840979638753866, 0.1332021522521932, 0.029120184439534704, 0.009968340717037573, 9.802594635398676e-05, 0.04627610846648416, 0.06495567514838184, 0.007939715894061035, 0.02221363047703455]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.45010912265386294, 0.38528246820929746, 0.31622560812616946, 0.2705851985692687, 0.26465096236713587, 0.2490401023890785, 0.2541554396892605, 0.24878032253692914, 0.24402619219033905, 0.22695495003921834]
,CSI35[0.13846153846153844, 0.1437216338880484, 0.07338308457711441, 0.016288252714708785, 0.0055951169888097665, 0.00047236655644780363, 0.025267665952890792, 0.03657616892911011, 0.008185053380782919, 0.015098314606741573]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[688.9645385742188, 890.8878784179688, 1091.950927734375, 1251.5260009765625, 1327.1771240234375, 1388.2467041015625, 1446.89599609375, 1501.3935546875, 1544.28271484375, 1607.9609375]
,lpips[33.21633040904999, 40.6544953584671, 43.75894069671631, 46.32336497306824, 47.51310050487518, 49.85383749008179, 52.466368675231934, 53.78072261810303, 54.36631441116333, 56.0009241104126]
,ssim[0.6679274077954711, 0.5670947740931447, 0.49409661799587856, 0.44715820408074536, 0.4220790427806011, 0.4079849643180904, 0.3911611308526952, 0.38247028726056487, 0.37772458246133017, 0.36448056415061714]
2
,psnr[23.22342108076311, 21.00400706590427, 19.551362703325605, 18.498014938126264, 17.71842848626769, 17.25437174986285, 16.741736195940643, 16.33827647415663, 15.949964112419742, 15.634222735284183]
,mse[78.11532592773438, 130.30636596679688, 182.10824584960938, 233.0263214111328, 281.2368469238281, 313.8193054199219, 354.74993896484375, 390.591552734375, 428.2006530761719, 463.7651672363281]
,mae,HSS20[0.6599597326101855, 0.5554559518024789, 0.5164050150004639, 0.47120768159200954, 0.43901662315279044, 0.3971817633311781, 0.36090219223425374, 0.32510543312482415, 0.2947101202616462, 0.2746784259531974]
,HSS35[0.5587155281091062, 0.40863929775916613, 0.32909680404806735, 0.27792119026303214, 0.24910568851440834, 0.18654923096251855, 0.15996134317696853, 0.10973843780565841, 0.09857106835590247, 0.09277466605741415]
HSS45[0.25489448446293483, 0.06842475849339967, 0.01949163757362909, 0.008512214712789694, 0.010762970775591237, -0.0005494052723060947, -0.000822157224131097, 0.0017167308332386405, -0.0011653683485366854, -0.0010859250751580575]
,CSI20[0.6116396312780813, 0.5251034241653233, 0.4966779584885179, 0.46809907384407934, 0.4459908599916909, 0.41821820811679034, 0.3966896371959663, 0.37514118901032467, 0.35530108526154963, 0.34301863876302147]
,CSI35[0.4121769202766655, 0.2813507551332089, 0.22132813823479583, 0.18595279217040875, 0.16612405042157108, 0.12462680201313657, 0.11044408527668746, 0.08346972176759412, 0.07770609318996415, 0.07466295427901525]
,CSI45[0.1467710371819961, 0.03592814371257485, 0.010309278350515464, 0.004658385093167703, 0.005797101449275362, 0.0, 0.0, 0.0014347202295552366, 0.0, 0.0]
[749.01318359375, 998.9061279296875, 1211.1676025390625, 1383.020263671875, 1535.138671875, 1644.89599609375, 1771.04931640625, 1881.947998046875, 1979.05419921875, 2063.20849609375]
,lpips[30.201297998428345, 35.74739694595337, 39.48346674442291, 42.323145270347595, 45.83442807197571, 46.827054023742676, 45.8970308303833, 48.431479930877686, 50.246310234069824, 52.33999490737915]
,ssim[0.6903833402862695, 0.5773098793457345, 0.5105422205632273, 0.46778828341221484, 0.43247236641910225, 0.41383713519930465, 0.39513719281140247, 0.38413009757993594, 0.37053431024304667, 0.35835485983219095]
3
,psnr[22.674959221357657, 20.21696179049296, 18.442794443155528, 17.321761459219168, 16.732698709481667, 16.19029532355104, 15.604877382007276, 15.162929719142472, 14.957284572261731, 14.851521482254157]
,mse[88.8397216796875, 156.71343994140625, 235.39939880371094, 305.30059814453125, 350.7582702636719, 397.0896911621094, 454.3982238769531, 503.81707763671875, 528.6200561523438, 543.8231201171875]
,mae,HSS20[0.6114528035132373, 0.5122904823783604, 0.4297006780444216, 0.35039575186000643, 0.3092249683878059, 0.25998811309153463, 0.22057646566050007, 0.16683868149880612, 0.143374545288846, 0.13738334701476548]
,HSS35[0.42838501207967233, 0.369155782428547, 0.2782652071324361, 0.2075780571465027, 0.16226891255041112, 0.13590453382350007, 0.10667809019112708, 0.07983444977630984, 0.07143558766205015, 0.05469549922266315]
HSS45[0.24778400800973893, 0.17929685906182324, 0.06872150142663867, 0.024952942846101913, 0.011771576177563154, -0.001210686692587574, -0.0012664883109311043, -0.0016075301529719405, -0.0012790832884068543, -0.0010010876406725425]
,CSI20[0.5675681233933162, 0.48653532291909535, 0.42684610711195387, 0.37627613028682555, 0.3524756800349468, 0.31953172931832124, 0.2984749806551457, 0.2643193612774451, 0.24631599335022678, 0.24137595642588508]
,CSI35[0.28836201708990256, 0.24280701754385967, 0.17776463630987582, 0.13178294573643412, 0.10394503546099289, 0.08849071122348028, 0.07323205866946046, 0.05931544146246597, 0.05377733598409541, 0.043650369102385796]
,CSI45[0.14190687361419066, 0.09893048128342247, 0.03597122302158273, 0.013129102844638947, 0.006451612903225807, 0.0, 0.0, 0.0, 0.0, 0.0]
[821.4012451171875, 1129.60302734375, 1422.8621826171875, 1648.2154541015625, 1795.1507568359375, 1927.156982421875, 2081.09423828125, 2217.60791015625, 2299.3779296875, 2348.907470703125]
,lpips[30.422547459602356, 36.77584230899811, 39.827340841293335, 41.60442352294922, 44.417792558670044, 46.763622760772705, 50.7515549659729, 52.58506536483765, 53.28036546707153, 53.12346816062927]
,ssim[0.6729169611583953, 0.5567605882239484, 0.47105679311278614, 0.41005268816847557, 0.3743043685938738, 0.34706549205486625, 0.3219759864815973, 0.3008452306412845, 0.2888046139587769, 0.2868615246318404]
4
,psnr[23.85680338016266, 21.281714497195175, 19.812533682954676, 18.706005154494445, 17.948481968337035, 17.47921097494704, 16.840865480842243, 16.417651180212264, 15.924654463822904, 15.627530247475203]
,mse[68.55152130126953, 123.23593139648438, 173.01731872558594, 223.81942749023438, 267.234375, 298.0677795410156, 344.57452392578125, 380.6606140136719, 426.655517578125, 457.7381591796875]
,mae,HSS20[0.5148361191787236, 0.37956081837377487, 0.3342414334386162, 0.2826683966475641, 0.25239710311101127, 0.20153438319969078, 0.1771777257439534, 0.16164925419678752, 0.13009970916642852, 0.1354139037137917]
,HSS35[0.4416214643042623, 0.2969434007694684, 0.250942367184946, 0.20078289435095537, 0.16641877474749997, 0.13332077424566538, 0.11396240344064812, 0.09110904733113624, 0.08077293377998308, 0.07079500521812394]
