0
,psnr[26.460181856839423, 24.577075978586045, 23.208787354159107, 22.502816989152667, 21.79209673568445, 21.238760049293717, 20.813214067408552, 20.456513894938297, 20.20732261874656, 19.724902368888017]
,mse[38.719627380371094, 59.90887451171875, 81.48951721191406, 95.71086883544922, 113.53276062011719, 128.2588348388672, 142.47840881347656, 156.6249542236328, 170.6878204345703, 190.54922485351562]
,mae,HSS20[0.5444228993276031, 0.40009831079755914, 0.2778236112715346, 0.227461118040089, 0.20148499263937428, 0.16841820647791045, 0.12280651585909043, 0.07702845614392544, 0.05887347493067025, 0.035437842310991514]
,HSS35[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
HSS45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.3911660345038542, 0.2668759811616955, 0.17774749342937796, 0.14401891252955082, 0.12745876334127193, 0.10690292240510581, 0.07861213543412672, 0.051757082329484075, 0.041468221382821475, 0.02845685200894579]
,CSI35[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[442.3912658691406, 595.894775390625, 705.3428344726562, 795.9381103515625, 894.3129272460938, 967.9091796875, 1017.937255859375, 1075.673095703125, 1115.853271484375, 1176.9542236328125]
,lpips[33.507728576660156, 42.615240812301636, 46.20298147201538, 48.829811811447144, 49.691760540008545, 51.6761839389801, 53.57688665390015, 54.908013343811035, 56.67994022369385, 58.757686614990234]
,ssim[0.7528585891457968, 0.6486697190865821, 0.5995858565966016, 0.5484529051240176, 0.5028268849105254, 0.47903702677417237, 0.4628724827033405, 0.4436823446917473, 0.43009243660570173, 0.414052998422283]
1
,psnr[23.69771838588334, 21.9489959502741, 20.676119255293656, 19.794822382971446, 19.19887039632402, 18.776031872385822, 18.43363037444769, 18.193534575269677, 18.10986332219807, 17.968292109584308]
,mse[71.17658996582031, 106.83033752441406, 142.63893127441406, 176.11862182617188, 201.17416381835938, 222.0913848876953, 240.51202392578125, 255.0347442626953, 261.0199890136719, 271.7704772949219]
,mae,HSS20[0.5830692944120978, 0.49265554253971017, 0.3906989700722772, 0.33620207555231396, 0.28100069569787706, 0.23348515753166058, 0.19764637765012838, 0.19057552996423402, 0.18067370332226068, 0.14568809479669872]
,HSS35[0.2526608976141292, 0.052227953494563654, 0.024835688657712376, 0.004975826331540943, 0.0024659502613942684, 0.0047963595255250445, -0.0006731168196745086, 0.0, 0.0, 0.0]
HSS45[0.0, -5.696939115997819e-05, -4.667612157334434e-05, -6.462963627876917e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
,CSI20[0.4636195671300368, 0.379990442677788, 0.29711325562936036, 0.25362837070379873, 0.2119836775483011, 0.1782341731950032, 0.15202558635394456, 0.14426064321101686, 0.13430330162283155, 0.10930383864671436]
,CSI35[0.1463903743315508, 0.02741935483870967, 0.013103448275862071, 0.0031282586027111575, 0.002001000500250125, 0.0032287822878228787, 0.0, 0.0, 0.0, 0.0]
,CSI45[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[675.7227172851562, 877.1565551757812, 1046.5859375, 1189.908447265625, 1296.125732421875, 1374.5570068359375, 1416.12744140625, 1450.59619140625, 1464.6221923828125, 1485.1131591796875]
,lpips[36.44728660583496, 45.32942175865173, 49.95788037776947, 53.54837775230408, 55.208611488342285, 56.00333213806152, 58.607614040374756, 58.76612663269043, 59.02220010757446, 60.06768345832825]
,ssim[0.6740957894593194, 0.5608148601911509, 0.4965294152782072, 0.4470274587826651, 0.4109418781733505, 0.3903213131604621, 0.38412098136682216, 0.37688588277725643, 0.3673371621048031, 0.3684791730546064]
2
,psnr[23.666289804863847, 21.547107105584953, 20.23523977777608, 19.22960997878752, 18.410149044689497, 17.946118083894696, 17.6255513319827, 17.29075515719538, 16.90985030587336, 16.512259037250935]
,mse[70.57258605957031, 114.96064758300781, 155.7963104248047, 196.7830810546875, 240.69387817382812, 270.33123779296875, 293.92822265625, 320.10589599609375, 349.5058288574219, 383.86627197265625]
,mae,HSS20[0.6812041736113108, 0.5770546141951708, 0.5368319650407077, 0.49762390064747264, 0.4724656643882463, 0.43736953833743375, 0.4162018137055034, 0.41691255583783626, 0.3827165032841846, 0.35379202199849724]
,HSS35[0.4931024524008506, 0.3045404226208606, 0.1881914162019649, 0.11738382115596678, 0.05028159004874965, 0.017965515602404118, 0.01223424054898853, 0.0037089596296705535, 0.00252721906285275, 0.0014775911392723813]
HSS45[0.08096804430945521, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
